ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
MAR,Morocco,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.699,-7.434,-6.313,-7.109,-6.924,-9.8,-7.288,-8.203,0.469,-4.398,-2.764,-2.158,-2.103,-1.937,-2.387,-3.595,0.096,-0.261,-0.345,-0.427,-1.291,4.271,3.654,3.194,1.694,1.787,2.152,-0.093,-5.217,-5.444,-4.342,-8.044,-7.851,-5.396,2011
MOZ,Mozambique,Gross national savings,Percent of GDP,,Source: National Statistical Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2011 Notes: Data prior to 1992 cannot be confirmed by national sources at this time. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000. Authorities report GDP on constant 2003 prices. Chain-weighted: No Primary domestic currency: Mozambican meticais Data last updated: 09/2012,8.961,23.142,17.275,11.69,11.48,8.58,6.189,15.934,24.882,20.01,31.54,7.58,9.996,7.317,10.092,19.011,13.173,15.623,17.834,23.206,16.885,9.952,8.912,4.98,7.686,6.115,6.277,5.637,5.733,2.708,10.2,11.649,13.361,13.039,2011
MOZ,Mozambique,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,131.177,131.874,138.38,89.702,89.081,70.684,80.96,53.613,41.923,42.143,41.608,41.116,36.787,41.967,46.225,2011
MOZ,Mozambique,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.237,-11.733,-14.072,-13.31,-10.18,-7.392,-8.667,-19.224,-17.543,-21.212,-11.998,-11.357,-13.071,-16.48,-14.724,-11.619,-8.654,-4.955,-6.382,-13.472,-16.659,-15.939,-20.677,-17.499,-10.659,-11.562,-10.717,-9.67,-11.862,-12.241,-11.66,-12.848,-11.642,-12.356,2010
MMR,Myanmar,Gross national savings,Percent of GDP,,Source: Ministry of National Planning and Economic Development Latest actual data: 2010 GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: April/March Base year: 2000. Base year is FY 2000/01. Chain-weighted: No Primary domestic currency: Myanmar kyats Data last updated: 09/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.768,10.745,13.726,12.073,13.129,12.825,16.95,18.848,23.738,17.641,12.851,14.651,16.834,17.538,12.215,12.476,2010
MMR,Myanmar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,110.052,89.859,109.236,140.948,107.301,88.7,85.498,82.488,72.056,66.477,54.132,55.492,52.988,53.532,43.484,40.304,2010
MMR,Myanmar,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.278,-5.901,-0.797,-2.425,0.179,-0.956,2.378,3.7,7.118,-0.493,-3.309,-2.795,-1.299,-2.606,-4.407,-4.017,2010
NAM,Namibia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Namibia dollars Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.818,20.026,22.221,19.424,23.358,26.657,26.624,21.835,28.144,25.093,24.972,23.999,21.934,25.452,26.045,24.435,36.101,32.869,31.005,29.087,28.384,33.751,28.637,25.646,2009
NAM,Namibia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.367,17.028,18.978,20.15,19.018,21.072,22.36,19.937,22.216,21.784,24.945,27.49,26.049,23.843,19.064,17.687,15.931,15.669,23.918,27.154,34.532,2009
NAM,Namibia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.944,3.656,1.637,3.215,1.651,4.967,3.507,1.652,2.384,1.805,7.875,1.683,3.413,6.082,6.977,4.746,13.847,9.133,2.764,-0.35,0.272,-1.738,-3.753,-4.459,2009
NPL,Nepal,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011/12 National accounts manual used: SNA 1993 GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: August/July. Fiscal year starts on July 16th. Base year: 2000/01. Data prior to 2000/01 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupees Data last updated: 09/2012,17.228,17.748,16.376,17.014,16.766,14.988,12.497,15.391,14.734,12.924,9.333,11.168,13.52,15.78,14.984,21.351,20.343,22.893,22.199,23.115,26.967,23.962,23.933,27.034,27.143,28.746,28.593,30.077,30.682,35.718,34.699,33.139,32.448,34.521,2012
NPL,Nepal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.889,57.907,59.103,60.332,58.402,51.926,49.547,42.785,41.247,39.338,35.447,32.888,28.326,27.377,2012
NPL,Nepal,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-5.652,-4.487,-8.026,-9.066,-8.782,-6.034,-4.143,-4.346,-6.032,-7.11,-7.551,-7.698,-5.767,-5.245,-5.885,-2.123,-4.999,-0.712,-0.939,4.036,6.38,7.648,3.881,2.424,2.701,1.998,2.128,-0.134,2.74,4.169,-2.369,-0.953,4.372,-0.154,2012
NLD,Netherlands,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1980 Primary domestic currency: Euros Data last updated: 09/2012",21.843,25.371,22.345,23.139,24.484,24.198,24.349,23.617,26.04,27.77,26.174,25.039,24.594,24.621,25.885,27.328,26.944,28.843,26.009,26.765,24.076,24.084,22.33,24.851,26.611,26.413,29.346,27.149,24.786,22.494,25.028,26.541,25.178,25.072,2011
NLD,Netherlands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,76.1,74.1,68.2,65.7,61.1,53.8,50.7,50.5,52,52.4,51.822,47.373,45.295,58.459,60.773,62.863,65.162,68.202,70.183,2011
NLD,Netherlands,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.003,5.345,3.3,3.262,4.036,3.428,2.37,1.726,2.823,3.814,2.719,2.464,2.027,4.043,5.068,6.306,5.245,6.584,3.256,3.903,2.044,2.6,2.643,5.543,7.628,7.4,9.337,6.72,4.288,4.092,7.048,8.46,8.24,8.162,2011
NZL,New Zealand,Gross national savings,Percent of GDP,,"Source: New Zealand Time Series Latest actual data: 2011 GDP valuation: Market prices. Data refer to calendar years Start/end months of reporting year: January/December Base year: 1996. 1995/1996 Chain-weighted: Yes, from 1987. From 1987. Primary domestic currency: New Zealand dollars Data last updated: 09/2012",14.772,13.331,12.905,20.538,19.745,19.254,19.255,18.761,18.63,18.376,17.481,14.994,15.053,17.571,19.201,19.871,18.576,16.82,15.833,15.362,16.895,19.816,20.162,19.544,18.539,16.432,15.177,15.508,15.232,16.295,16.336,14.875,14.945,15.98,2011
NZL,New Zealand,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,67.076,71.628,66.462,57.987,58.332,58.873,61.462,62.292,57.81,51.871,45.98,39.39,36.603,36.441,33.848,31.795,29.768,27.917,26.101,23.751,21.901,19.416,17.312,20.18,26.219,32.456,38.167,38.623,38.14,2011
NZL,New Zealand,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.034,-4.963,-7.413,-4.385,-8.905,-7.288,-6.395,-4.848,-0.936,-3.708,-3.507,-3.081,-4.45,-4.155,-4.017,-4.998,-5.861,-6.212,-3.655,-6.095,-4.58,-2.25,-3.614,-3.893,-5.713,-7.902,-8.283,-8.128,-8.782,-2.571,-3.462,-4.183,-5.367,-5.867,2011
NIC,Nicaragua,Gross national savings,Percent of GDP,,"Source: IMF Staff Latest actual data: 2010. 2011 Q1 GDP is available Notes: Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. National accounts manual used: SNA 1993. In 2003 Nicaragua officially changed the base year of the national accounts from 1980 to 1994 and adopted the United Nations System of National Accounts (SNA93) for the calculation of GDP. Methodology described in: http://www.bcn.gob.ni/publicaciones/eventuales/pib_trimestral/PIB_Trimestral.pdf GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1994 Chain-weighted: Yes, from 1994. annual overlap Primary domestic currency: Nicaraguan córdobas Data last updated: 08/2012",1.698,0.886,4.918,7.725,4.257,13.242,5.056,13.69,-4.196,4.634,42.832,11.492,1.293,1.413,-8.38,1.856,2.742,6.274,10.973,15.239,11.167,8.917,8.282,10.374,14.789,15.734,17.314,15.595,9.051,12.35,11.428,13.546,13.811,17.253,2010
NIC,Nicaragua,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,142.582,114.851,84.194,76.617,82.105,79.892,70.734,63.541,58.251,2010
NIC,Nicaragua,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-23.238,-16.842,-13.358,-12.236,-13.799,-18.289,-16.571,-18.8,-27.138,-21.92,-22.575,-28.951,-34.164,-28.525,-30.625,-22.633,-24.895,-24.909,-19.254,-24.854,-20.111,-19.421,-18.26,-16.154,-14.494,-14.321,-13.441,-17.808,-23.811,-12.232,-14.372,-17.96,-20.503,-18.08,2010
NER,Niger,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs. Data last updated: 08/2012,17.059,11.415,9.035,9.013,2.697,7.987,13.845,7.619,15.399,8.59,7.351,6.225,8.358,7.922,4.02,-0.653,4.393,3.776,4.709,4.982,5.674,7.891,5.181,8.851,7.275,14.188,15,14.642,19.327,7.942,17.729,10.93,15.095,14.726,2010
NER,Niger,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.658,80.993,91.208,81.77,83.708,88.78,85.098,88.861,69.878,58.849,51.641,15.76,15.877,14.028,20.105,17.588,16.631,20.403,23.648,2011
NER,Niger,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.055,-8.877,-11.554,-3.533,-0.452,-4.763,2.169,-4.034,-3.653,-5.088,-4.379,-1.078,-1.898,-0.716,-6.375,-8.484,-5.816,-7.803,-7.215,-6.865,-6.667,-5.11,-9.723,-7.482,-7.318,-8.907,-8.584,-8.192,-12.964,-25.043,-21.103,-25.877,-26.336,-20.701,2010
NGA,Nigeria,Gross national savings,Percent of GDP,,Source: IFS - International Finance Statistics Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Nigerian naira Data last updated: 09/2012,24.829,10.74,9.489,8.884,17.609,21.278,6.298,13.963,17.566,22.928,29.826,22.067,19.75,19.034,17.175,10.535,20.078,22.208,17.414,18.855,32.664,28.632,17.448,19.466,28.978,31.066,48.805,43.151,36.143,36.926,28.927,25.723,25.654,24.612,2011
NGA,Nigeria,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84.221,87.971,68.783,63.862,52.657,28.605,11.808,12.829,11.604,15.205,15.495,17.269,14.679,15.402,2011
NGA,Nigeria,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",8.848,-10.011,-13.665,-14.061,-4.403,-1.152,-18.746,-5.957,-8.958,2.765,7.619,-1.187,-4.343,-12.038,-8.12,-4.252,4.146,4.785,-9.244,-3.949,12.474,4.597,-13.024,-5.935,5.702,8.854,25.335,16.804,14.145,8.289,5.87,3.59,3.479,3.114,2010
NOR,Norway,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 1980 Primary domestic currency: Norwegian kroner Data last updated: 09/2012",29.53,29.818,28.241,28.924,31.412,30.648,25.268,25.127,24.507,25.605,25.067,23.843,22.975,23.176,24.051,25.774,27.772,29.499,26.224,28.404,35.213,34.936,31.318,30.348,32.894,37.515,39.41,38.254,40.445,33.269,34.867,37.663,39.223,40.104,2011
NOR,Norway,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,47.319,43.073,38.251,35.224,35.093,36.881,46.002,38.524,32.406,32.317,28.923,39.216,45.023,53.716,50.733,37.871,33.613,29.673,28.008,29.137,32.659,31.836,39.003,48.447,50.943,47.835,58.952,56.823,54.277,48.924,49.608,49.608,49.608,49.608,2011
NOR,Norway,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",1.731,3.453,0.853,4.022,5.367,4.725,-6.075,-4.708,-4.02,-0.093,2.502,3.663,3.485,2.98,2.999,3.571,6.864,6.281,-0.315,5.606,15.013,16.106,12.551,12.261,12.585,16.056,16.404,12.464,15.952,10.801,12.427,14.48,15.223,15.643,2011
OMN,Oman,Gross national savings,Percent of GDP,,Source: Ministry of Economy Latest actual data: 2009 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Rials Omani Data last updated: 09/2012,30.548,33.8,24.655,28.465,26.039,26.163,13.893,25.455,11.028,17.632,22.047,13.712,12.544,8.065,10.145,9.445,15.583,16.248,11.406,18.926,31.488,27.439,25.636,24.719,29.128,39.902,39.601,36.462,38.348,33.357,36.102,45.312,45.101,41.876,2009
OMN,Oman,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.382,26.562,28.434,28.095,30.678,28.532,27.58,27.133,38.573,33.738,25.376,24.383,18.146,16.658,15.474,9.637,8.749,6.912,4.724,6.266,5.261,5,5.477,6.076,2008
OMN,Oman,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",17.597,17.838,6.21,5.959,3.409,0.058,-12.48,9.156,-3.661,3.726,9.406,-1.739,-4.48,-11.021,-5.823,-5.928,1.34,-1.206,-22.471,-2.905,15.94,10.043,6.832,2.382,4.469,16.754,15.387,5.877,8.252,-1.242,8.608,16.72,14.024,10.031,2009
PAK,Pakistan,Gross national savings,Percent of GDP,,"Source: Ministry of Finance Latest actual data: 2011 National accounts manual used: Combination of SNA 1968 and SNA 1993 GDP valuation: Factor costs. Please note the real GDP series is based on factor cost terms whereas the nominal GDP series is provided using market prices. As a result, the GDP deflator is not calculated correctly. Start/end months of reporting year: July/June Base year: 1999/2000. GDP deflator = 100 in 1999/2000 fiscal year. Chain-weighted: No Primary domestic currency: Pakistan rupees Data last updated: 09/2012",16.685,16.258,15.879,17.948,16.094,14.469,16.447,18.086,15.296,15.942,15.969,15.842,16.186,12.869,14.293,13.121,13.457,13.057,15.435,12.916,16.936,17.446,20.48,21.632,18.425,17.682,18.226,17.72,13.586,12.493,13.33,13.179,10.563,9.639,2011
PAK,Pakistan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,78.484,73.286,73.363,74.114,76.158,81.029,83.041,87.876,81.848,75.936,68.322,63.458,58.609,55.93,60.504,61.464,61.607,60.224,62.366,62.963,2011
PAK,Pakistan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.194,-2.755,-1.195,-1.755,-3.318,-2.426,-1.629,-2.526,-3.252,-3.403,-2.845,-3.132,-1.793,-5.333,-2.62,-2.927,-5.394,-4.719,-2.243,-2.605,-0.29,0.45,3.898,4.874,1.847,-1.4,-3.914,-4.803,-8.465,-5.723,-2.236,0.102,-1.959,-1.688,2011
PAN,Panama,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1996. Work in progress to update the base year to 2007 Chain-weighted: No Primary domestic currency: U.S. dollars Data last updated: 08/2012,15.439,17.285,15.377,16.393,11.376,13.54,17.108,19.403,11.312,3.816,13.327,11.55,15.423,21.958,24.133,22.824,24.602,20.657,17.921,15.678,18.21,16.167,14.972,14.515,11.216,13.448,16.341,16.244,16.705,24.859,15.212,16.225,15.9,15.829,2011
PAN,Panama,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,115.751,101.839,93.269,87.479,85.586,72.597,67.121,64.828,67.161,66.539,71.149,69.434,64.052,66.643,62.607,59.427,51.528,44.184,43.488,39.191,37.828,36.149,35.93,2011
PAN,Panama,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.629,-12.41,-4.078,4.058,-3.962,1.39,-1.762,9.664,14.806,2.283,3.806,-4.115,-3.968,-1.308,0.266,-5.879,-2.134,-5.019,-9.292,-10.117,-5.93,-1.47,-0.778,-4.481,-7.486,-4.91,-3.119,-7.883,-10.924,-0.741,-10.764,-12.775,-12.1,-11.829,2011
PNG,Papua New Guinea,Gross national savings,Percent of GDP,,Source: National Statistical Office and MOF Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1998 Chain-weighted: No Primary domestic currency: Papua New Guinea kina Data last updated: 08/2012,5.893,6.024,6.612,10.474,9.211,8.49,16.075,12.691,18.341,12.986,21.579,23.4,22.416,30.051,33.931,42.729,27.176,13.423,14.737,17.41,29.387,28.788,25.192,23.96,21.715,31.435,14.019,19.536,23.79,-1.146,-10.668,-21.908,-14.042,-5.85,2010
PNG,Papua New Guinea,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
